dataset_id,model_family,k_total_runs,auxiliary_runs,subset_count,case_count,full_review_workload,full_hc_disagreement_n,auxiliary_fit_fraction_of_full,gate_decision_agreement_median,gate_decision_agreement_q25,gate_decision_agreement_q75,gate_decision_agreement_mean,review_recall_median,review_recall_q25,review_recall_q75,review_recall_mean,review_precision_median,review_precision_q25,review_precision_q75,review_precision_mean,review_jaccard_median,review_jaccard_q25,review_jaccard_q75,review_jaccard_mean,hc_disagreement_recall_median,hc_disagreement_recall_q25,hc_disagreement_recall_q75,hc_disagreement_recall_mean,hc_disagreement_precision_median,hc_disagreement_precision_q25,hc_disagreement_precision_q75,hc_disagreement_precision_mean,hc_disagreement_jaccard_median,hc_disagreement_jaccard_q25,hc_disagreement_jaccard_q75,hc_disagreement_jaccard_mean,agreement_mae_median,agreement_mae_q25,agreement_mae_q75,agreement_mae_mean,review_workload_median,review_workload_q25,review_workload_q75,review_workload_mean,review_workload_delta_median,review_workload_delta_q25,review_workload_delta_q75,review_workload_delta_mean
uci_bank_marketing,flat_neuro_fuzzy,3,2,171,8238,0.7912114590920126,0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.7912114590920126,0.7912114590920126,0.7912114590920126,0.7912114590920126,0.0,0.0,0.0,0.0
uci_bank_marketing,flat_neuro_fuzzy,5,4,1000,8238,0.7912114590920126,0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.7912114590920126,0.7912114590920126,0.7912114590920126,0.7912114590920127,0.0,0.0,0.0,0.0
uci_bank_marketing,flat_neuro_fuzzy,10,9,1000,8238,0.7912114590920126,0,0.47368421052631576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.7912114590920126,0.7912114590920126,0.7912114590920126,0.7912114590920127,0.0,0.0,0.0,0.0
uci_bank_marketing,flat_neuro_fuzzy,15,14,1000,8238,0.7912114590920126,0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.7912114590920126,0.7912114590920126,0.7912114590920126,0.7912114590920127,0.0,0.0,0.0,0.0
uci_bank_marketing,flat_neuro_fuzzy,20,19,1,8238,0.7912114590920126,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.7912114590920126,0.7912114590920126,0.7912114590920126,0.7912114590920126,0.0,0.0,0.0,0.0
uci_bank_marketing,gradient_boosting,3,2,171,8238,0.2143724204904103,0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2143724204904103,0.2143724204904103,0.2143724204904103,0.2143724204904103,0.0,0.0,0.0,0.0
uci_bank_marketing,gradient_boosting,5,4,1000,8238,0.2143724204904103,0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2143724204904103,0.2143724204904103,0.2143724204904103,0.2143724204904104,0.0,0.0,0.0,0.0
uci_bank_marketing,gradient_boosting,10,9,1000,8238,0.2143724204904103,0,0.47368421052631576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2143724204904103,0.2143724204904103,0.2143724204904103,0.2143724204904104,0.0,0.0,0.0,0.0
uci_bank_marketing,gradient_boosting,15,14,1000,8238,0.2143724204904103,0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2143724204904103,0.2143724204904103,0.2143724204904103,0.2143724204904104,0.0,0.0,0.0,0.0
uci_bank_marketing,gradient_boosting,20,19,1,8238,0.2143724204904103,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2143724204904103,0.2143724204904103,0.2143724204904103,0.2143724204904103,0.0,0.0,0.0,0.0
uci_bank_marketing,logistic_regression,3,2,171,8238,0.23512988589463463,0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.0,0.0,0.0,0.0
uci_bank_marketing,logistic_regression,5,4,1000,8238,0.23512988589463463,0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.0,0.0,0.0,0.0
uci_bank_marketing,logistic_regression,10,9,1000,8238,0.23512988589463463,0,0.47368421052631576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.0,0.0,0.0,0.0
uci_bank_marketing,logistic_regression,15,14,1000,8238,0.23512988589463463,0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.0,0.0,0.0,0.0
uci_bank_marketing,logistic_regression,20,19,1,8238,0.23512988589463463,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.23512988589463463,0.0,0.0,0.0,0.0
uci_bank_marketing,random_forest,3,2,171,8238,0.29715950473415875,6,0.10526315789473684,0.9978150036416606,0.9975722262685117,0.9981791697013839,0.9978490776589447,0.9991830065359477,0.9987745098039216,0.9991830065359477,0.9990396743492718,0.9935038570848559,0.9926948051948052,0.9947132980886539,0.9937573191376039,0.9926977687626775,0.9918864097363083,0.9939049167005283,0.9928088230793933,0.6666666666666666,0.5,0.6666666666666666,0.6081871345029239,0.19230769230769232,0.15789473684210525,0.2330316742081448,0.19599900671776294,0.17391304347826086,0.13636363636363635,0.21052631578947367,0.17530877069301662,0.022934369183458772,0.022669337217771306,0.02328235008497208,0.02295292059286897,0.2987375576596261,0.2984340859431901,0.29910172371934934,0.2987396872857064,0.0015780529254673659,0.0012745812090313446,0.0019422189851905913,0.0015801825515476197
uci_bank_marketing,random_forest,5,4,1000,8238,0.29715950473415875,6,0.21052631578947367,0.9992716678805535,0.9991502791939791,0.9995144452537024,0.9992818645302257,0.9987745098039216,0.9983660130718954,0.9991830065359477,0.9987250816993463,0.9991820040899796,0.9983666802776644,0.9995910020449897,0.998858588390221,0.9975520195838433,0.9971440228478172,0.9983666802776644,0.9975866671735707,0.5,0.3333333333333333,0.6666666666666666,0.4721666666666666,0.5,0.4,0.7142857142857143,0.5627111832611832,0.3333333333333333,0.25,0.42857142857142855,0.34592060162060156,0.016933721777130373,0.016703083272638992,0.017164360281621754,0.016934777858703568,0.29703811604758434,0.29691672736100994,0.29728089342073316,0.29711993202233555,-0.00012138868657440849,-0.00024277737314881698,0.00012138868657440849,-3.957271182324801e-05
uci_bank_marketing,random_forest,10,9,1000,8238,0.29715950473415875,6,0.47368421052631576,0.9995751395969896,0.999393056567128,0.9997572226268512,0.9995341102209272,0.9995915032679739,0.9991830065359477,0.9995915032679739,0.9993582516339868,0.9991833401388321,0.9987750102082482,0.9995913363302003,0.9990744998592891,0.9985715942168059,0.9979600163198694,0.9991833401388321,0.9984340592985439,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.7381666666666667,0.7142857142857143,0.5714285714285714,0.8,0.6821502830502829,0.5714285714285714,0.4444444444444444,0.7142857142857143,0.5569777028527028,0.009711094925952901,0.009565428502063607,0.009856761349842194,0.009707356154406408,0.29728089342073316,0.29715950473415875,0.2974022821073076,0.2972439912600146,0.00012138868657440849,0.0,0.0002427773731488725,8.448652585580435e-05
uci_bank_marketing,random_forest,15,14,1000,8238,0.29715950473415875,6,0.7368421052631579,0.9997572226268512,0.9995144452537024,0.9998786113134256,0.9996943432872056,0.9995915032679739,0.9995915032679739,1.0,0.9997087418300653,0.9991836734693877,0.9987760097919217,0.9995916700694161,0.9992632284497679,0.9991833401388321,0.99836867862969,0.9995915032679739,0.9989724871158079,0.8333333333333334,0.8333333333333334,1.0,0.8811666666666668,0.75,0.6666666666666666,0.8571428571428571,0.764481673881674,0.7142857142857143,0.5714285714285714,0.8333333333333334,0.6996690836940838,0.005678967386906206,0.005604111030185319,0.005757870033179573,0.005682346038682527,0.29728089342073316,0.29715950473415875,0.2974022821073076,0.29729206117989804,0.00012138868657440849,0.0,0.0002427773731488725,0.0001325564457392736
uci_bank_marketing,random_forest,20,19,1,8238,0.29715950473415875,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29715950473415875,0.29715950473415875,0.29715950473415875,0.29715950473415875,0.0,0.0,0.0,0.0
wisconsin_diagnostic,decision_tree,3,2,171,114,0.02631578947368421,1,0.10526315789473684,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508768,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.7894736842105263,1.0,0.5,1.0,0.8691358024691358,1.0,0.5,1.0,0.686159844054581,0.0023391812865497085,0.002339181286549708,0.0043859649122807015,0.0033856571252693143,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,-0.017543859649122806,-0.017543859649122806,-0.017543859649122806,-0.017543859649122806
wisconsin_diagnostic,decision_tree,5,4,1000,114,0.02631578947368421,1,0.21052631578947367,0.9824561403508771,0.9824561403508771,0.9912280701754386,0.9858245614035085,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.46133333333333326,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.46133333333333326,1.0,0.0,1.0,0.743,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.743,0.0026315789473684206,0.0017543859649122814,0.0035087719298245628,0.0027078947368421057,0.008771929824561403,0.008771929824561403,0.017543859649122806,0.012140350877192983,-0.017543859649122806,-0.017543859649122806,-0.008771929824561403,-0.014175438596491228
wisconsin_diagnostic,decision_tree,10,9,1000,114,0.02631578947368421,1,0.47368421052631576,0.9912280701754386,0.9912280701754386,0.9912280701754386,0.9910877192982455,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6613333333333332,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6613333333333332,1.0,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989,0.0017543859649122803,0.0008771929824561402,0.0017543859649122814,0.0016219298245614031,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.01740350877192982,-0.008771929824561403,-0.008771929824561403,-0.008771929824561403,-0.008912280701754385
wisconsin_diagnostic,decision_tree,15,14,1000,114,0.02631578947368421,1,0.7368421052631579,1.0,0.9912280701754386,1.0,0.9953157894736842,1.0,0.6666666666666666,1.0,0.822,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008771929824561402,0.0005847953216374258,0.0011695906432748525,0.0009309941520467829,0.02631578947368421,0.017543859649122806,0.02631578947368421,0.02163157894736842,0.0,-0.008771929824561403,0.0,-0.004684210526315789
wisconsin_diagnostic,decision_tree,20,19,1,114,0.02631578947368421,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0
wisconsin_diagnostic,flat_neuro_fuzzy,3,2,171,114,0.21052631578947367,0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.002485380116959064,0.002485380116959064,0.005409356725146198,0.0038806812352518718,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.0
